2025-10-24 07:26:02,963 - ArduinoPanel - WARNING - Command kann nicht gesendet werden - nicht verbunden: {'id': '07d6ad91-edff-4e13-8aef-0680f0a4cb37', 'command': 'pin_mode', 'pin': 'D2', 'mode': 'OUTPUT'}
2025-10-24 07:45:28,389 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '01ba121f-ea80-4bf4-9743-c2486ed15f55', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:28,491 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '5cb20e8a-05f6-442f-b9cb-7ab9a3906e85', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:28,591 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '88fb650a-19c6-43b9-b034-e101b82c41cc', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:28,692 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'e46707a7-8f5b-49ad-a385-53cd6dd2e0a4', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:28,793 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '9707417f-dd78-4f64-af2d-b1ade3aa23c7', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:28,893 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'b2a3a955-6309-4baf-931a-5acd88b6a18d', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:28,994 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '9adaeaa3-bdb6-4e5a-ac52-6c663e5cf8a2', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:29,095 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '952104cf-09cb-466e-95cd-a2ce8cf094ce', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:29,195 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '45b014e0-7b30-4e9c-85f9-a46b0d2a06cb', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:29,298 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '4bab3427-82d5-41f8-b040-f74a09c945df', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:29,401 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '9e28d1d9-1799-4283-8e17-e643b9a88fc8', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:29,500 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '61fe7a74-41b1-47a9-b23a-095c39d64b19', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:29,601 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'be2d60b5-7ded-4119-95d2-5a39f5127fa7', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:29,702 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '8f12d2c3-6b30-487b-921a-197148a45023', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:29,802 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'd61e6ce6-c717-44be-b215-e7ff032e83bc', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:29,903 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '2fc5ac12-fd13-4469-bfcc-906fcce34af0', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:30,004 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'f73c9c16-8d94-45ef-a0fb-8791734250e7', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:30,106 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'b08b2ca5-03b4-43b8-a047-d5ba3d9b1248', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:30,206 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '9d2cb77c-5a09-439a-857b-9e01dadbed30', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:30,307 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '74a25558-7191-452d-a0be-265d233d0340', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:30,407 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'abee9ca6-32f0-4c62-8bbc-f6367142d30a', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:30,508 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '8a493115-a715-4a88-9c94-34469c76b2c9', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:30,608 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '47a8cf94-9add-4c33-b685-26af2b03712b', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:30,709 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '27fb45aa-317b-4073-ac73-89d2d2d58865', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:30,810 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '2d4b77df-8a13-4c96-b9a3-880d86ac81e5', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:30,911 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '761ee6f8-a2aa-4c2b-9c5d-f51915acf30e', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:31,012 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'e603d10b-f763-44f0-ac54-521150ffb6d2', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:31,112 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '01a7ec1f-bc0d-44f6-9160-bb7bf6a2a980', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:31,213 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'd8fe723b-0eb0-4527-bf28-f0e26e3323de', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:31,313 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'c22987e0-312d-4526-9995-91c52d27f1fe', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:31,414 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'fa837db4-efdb-48a5-beb9-195acf0582de', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:31,515 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'f50c58ed-2e4e-4b7f-9335-9c88b2099100', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:31,616 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '6c73356e-3178-491b-b029-5b0ec28f35d6', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:31,717 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '262a1aa8-975a-480f-ad1a-98d4670c167f', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:31,818 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '7f27353f-2b2b-48de-aa62-02ef0720250d', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:31,919 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'e7e42ac3-87f4-4404-a901-e243db0d61cf', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:32,020 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'e422f3c7-31d7-441a-9d91-2b7103c35b51', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:32,122 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '110a7808-f532-426b-b816-a7ca516f6bb6', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:32,222 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'ed503319-0b12-41d0-a08e-55a2a27681cc', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:32,323 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'd1d82d7b-c4fd-4a1a-82e1-cf14f03518eb', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:32,424 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '41f5c620-f14d-46ac-b835-6d9e14c7acd6', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:32,526 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '33c0a8a2-9ed1-4fdf-8316-73212b758892', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:32,626 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '18b9b8e5-cafa-4cd0-9f8e-89db6e447ab2', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:32,726 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '5adbe066-c02a-40dd-86b6-b11fdac86e40', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:32,832 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '75dad106-c32e-4ddc-9ddb-10b8ee5a9847', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:32,927 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '3335f7ac-f880-47f6-a747-5575027962ee', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:33,027 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'ce135fe1-c315-4fbe-8922-5a3590df3977', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:33,128 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '5eedf1a7-b7b3-4718-86b0-5be8e3efad7e', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:33,230 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '2f8136a2-8e60-4877-97ee-5519ee253169', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:33,332 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'b3ccab33-b8ba-4a14-abe9-35ecf23c4619', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:33,431 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '2c655b98-3a64-454b-93a2-8a8c55ac2920', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:33,533 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '4cd9e2ed-0497-4c75-a540-df6e1dbdcc93', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:33,633 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '019a0553-5089-44e3-8bb5-7792bc23492b', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:33,733 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'b130a9d2-44c9-4d45-a14a-a268a4714d8f', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:33,836 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '5b8ac16c-cb1a-44db-9f3a-947ead6d5e04', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:33,936 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '14b30a43-d822-495b-8ae6-8de930827116', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:34,037 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '21a77ecd-b39c-498f-9d3a-3fca71f2ac14', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:34,139 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'b5916ec1-9e01-4d11-863c-edb29b8ae2a4', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:34,238 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'c8f67d46-8f8f-417d-ad89-5e9ec1ce18ce', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:34,339 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'c68cfe74-2f0f-453f-8d9c-17a062d6d071', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:34,440 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '64e9000c-cb98-482f-875a-85901f0646b0', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:34,541 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '06ac1823-2326-4ff4-b96e-0a86f1edee3c', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:34,642 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'c120c43c-18b3-4745-bea3-05fea1082aba', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:34,743 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '8d66ef60-8754-4962-9da9-d5f3c6f983d9', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:34,843 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'f5902014-b1f9-4101-b8c7-25f7f9d71b08', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:34,944 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'c31c6e6c-5c19-4dda-8582-4a245e0a5d26', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:35,044 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'a63712d1-2b82-4aa4-951e-50d7e9388939', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:35,144 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '7ab641a3-1c40-4b9d-b746-9413efe9aa98', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:35,245 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'b9cd5f26-8816-463b-a6dc-8a343e526e43', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:35,346 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'ab488334-5159-4625-9a78-6a93d03713a8', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:35,447 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '1bc4da5a-d653-4347-ab55-43964dba9329', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:35,548 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'b4d8fbc8-e2ac-4eb1-93dc-245985fd8843', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:35,648 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '66df961e-06f8-4dbe-a196-d21c2482f92e', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:45:35,750 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '6626895e-c2f2-4215-961d-aa1acb05d983', 'command': 'digital_write', 'pin': 'D8', 'value': 1}
2025-10-24 07:45:35,850 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '2fe535c8-c74c-471a-8d97-277a1885849e', 'command': 'digital_write', 'pin': 'D9', 'value': 1}
2025-10-24 07:45:35,951 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'fcf927a1-1137-45cc-b202-ffcf8545f55c', 'command': 'digital_write', 'pin': 'D10', 'value': 1}
2025-10-24 07:45:36,051 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'f3a913b0-c57d-41b9-9ea1-57cbb1a5deeb', 'command': 'digital_write', 'pin': 'D11', 'value': 1}
2025-10-24 07:45:36,151 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '1b3a6c8b-e234-434c-a557-bfa149278cad', 'command': 'digital_write', 'pin': 'D8', 'value': 0}
2025-10-24 07:45:36,252 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': 'e7cae45a-f523-462f-b6d9-064e62e9451d', 'command': 'digital_write', 'pin': 'D9', 'value': 0}
2025-10-24 07:45:36,352 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '48876fed-f8c7-4689-bef0-cbb358af0444', 'command': 'digital_write', 'pin': 'D10', 'value': 0}
2025-10-24 07:45:36,454 - ArduinoPanel - INFO - Sende Command an Arduino: {'id': '9168f52c-98fc-41d9-b123-41eb11f52da3', 'command': 'digital_write', 'pin': 'D11', 'value': 0}
2025-10-24 07:47:48,177 - ArduinoPanel - INFO - Theme gewechselt zu: Light
2025-10-24 07:47:56,067 - ArduinoPanel - INFO - Theme gewechselt zu: Dark
2025-10-24 07:48:09,043 - ArduinoPanel - INFO - Anwendung wird beendet...
2025-10-24 07:48:09,051 - ArduinoPanel - INFO - Anwendung sauber beendet
